case_id,opened_date,closed_date,priority,status,case_type,description,address,longitude,latitude,council_district,jurisdiction,violation_cite_number,inspector_id,inspector_name,date_updated,last_update,violation_status, parcel_id
2026-058292 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,1116 SPUR STREET,-97.68884869,30.27064237,5,AUSTIN FULL PURPOSE,26-00146708,Kristina Lunde|(512) 884-8718,2026-05-09,,
2026-058310 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,3705 MANORWOOD ROAD,-97.70407565,30.2872186,4,AUSTIN FULL PURPOSE,26-00147093,Roshanna Blakemore|(512) 974-1973,2026-05-09,,
2026-058314 CC,2026-05-09,,3,Pending,Land Use Violation(s),Land Use Violation(s),1508 S LAMAR BOULEVARD,-97.76508655,30.25214599,9,AUSTIN FULL PURPOSE,26-00147261,Andres De La Vera|(512) 974-1958,2026-05-09,,
2026-058302 CC,2026-05-09,,2,Pending,Structure Condition Violation(s),Structure Condition Violation(s),8109 GEORGIAN DRIVE,-97.70329,30.34698996,4,AUSTIN FULL PURPOSE,26-00146869,Ralph Johnson|(512) 945-9196,2026-05-09,,
2026-058304 CC,2026-05-09,,5,Pending,Land Use Violation(s),Land Use Violation(s),7712 MARBLE RIDGE DRIVE,-97.73700061,30.15960347,5,AUSTIN FULL PURPOSE,26-00146881,Trey Kleinert|512-720-8972,2026-05-09,,
2026-058286 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,600 W CADDO STREET,-97.68267994,30.38556332,4,AUSTIN FULL PURPOSE,26-00146622,Jose Castillo|,2026-05-09,,
2026-058278 CC,2026-05-09,,5,Pending,Land Use Violation(s),Land Use Violation(s),5466 WALNUT GROVE DRIVE,-97.73698589,30.18936987,5,AUSTIN FULL PURPOSE,26-00146476,Benjamin Munoz|512-803-5605,2026-05-09,,
2026-058284 CC,2026-05-09,,5,Pending,Land Use Violation(s),Land Use Violation(s),4505 KITTY AVENUE,-97.68530944,30.28357578,5,AUSTIN FULL PURPOSE,26-00146595,Aaron Janke|(512) 945-8356,2026-05-09,,
2026-058282 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,2907 KESTREL DRIVE,-97.82683065,30.1975767,5,AUSTIN FULL PURPOSE,26-00146576,Brandon Smith|,2026-05-09,,
2026-058301 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,11708 KINGS VIEW COURT,-97.78074488,30.43505577,5,AUSTIN FULL PURPOSE,26-00146867,Keenan Curry|512-952-8667,2026-05-09,,
2026-058289 CC,2026-05-09,2026-05-09,2,Closed,Work Without Permit,Work Without Permit,1806 KERR STREET,-97.76649028,30.25988052,9,AUSTIN FULL PURPOSE,26-00146669,Dana Brockington|(512) 945-6094,2026-05-09,No Violation(s) Found/Inspection Performed
2026-058281 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,8117 WILLET TRAIL,-97.82814718,30.1963786,5,AUSTIN FULL PURPOSE,26-00146573,Brandon Smith|,2026-05-09,,
2026-058313 CC,2026-05-09,,2,Pending,Land Use Violation(s),Land Use Violation(s),1015 ECHO LANE,-97.79500724,30.19806915,5,AUSTIN FULL PURPOSE,26-00147253,Micheal Ezimako|512-939-8190,2026-05-09,
2026-058293 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,1124 SPUR STREET,-97.68851996,30.27119116,5,AUSTIN FULL PURPOSE,26-00146712,Kristina Lunde|(512) 884-8718,2026-05-09,,
2026-058308 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,2107 APRICOT GLEN DRIVE,-97.8049562,30.26070864,5,AUSTIN FULL PURPOSE,26-00146989,LaShondra Washington|(512) 552-8271,2026-05-09,,
2026-058279 CC,2026-05-09,,5,Pending,Property Abatement,Property Abatement,6701 RIALTO BOULEVARD,-97.86069405,30.24836412,5,AUSTIN FULL PURPOSE,26-00146529,LaShondra Washington|(512) 552-8271,2026-05-09,,
2026-058283 CC,2026-05-09,,3,Pending,Work Without Permit,Work Without Permit,2203 LINDELL AVENUE,-97.75304552,30.24157656,9,AUSTIN FULL PURPOSE,26-00146587,Roman Lopez|(512) 415-8397,2026-05-09,,
2026-058031 CC,2026-05-08,,5,Pending,Structure Condition Violation(s),Structure Condition Violation(s),506 WEST AVENUE,-97.75115879,30.26984493,9,AUSTIN FULL PURPOSE,26-00145725,Edmond Su|512-954-2742,2026-05-08,,
2026-058188 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,1320 E OLTORF STREET,-97.74217035,30.23428044,9,AUSTIN FULL PURPOSE,26-00145922,Jamal Lewis|(512) 952-2398,2026-05-08,,
2026-058238 CC,2026-05-08,,5,Pending,Structure Condition Violation(s),Structure Condition Violation(s),2731 E CESAR CHAVEZ STREET,-97.71303343,30.25295113,9,AUSTIN FULL PURPOSE,26-00146035,Willis Adams|512-599-1593,2026-05-08,,
2026-057944 CC,2026-05-08,,2,Pending,Structure Condition Violation(s),Structure Condition Violation(s),7013 E WILLIAM CANNON DRIVE,-97.72761539,30.16363449,5,AUSTIN FULL PURPOSE,26-00145622,Trey Kleinert|512-720-8972,2026-05-08,,
2026-058274 CC,2026-05-08,,4,Pending,Land Use Violation(s),Land Use Violation(s),11510 SWEARINGEN DRIVE,-97.69680666,30.3899745,4,AUSTIN FULL PURPOSE,26-00146325,Jose Castillo|,2026-05-08,,
2026-057846 CC,2026-05-08,,2,Pending,Structure Condition Violation(s),Structure Condition Violation(s),6101 KIDNEYWOOD TRAIL,-97.88200787,30.24932653,5,AUSTIN FULL PURPOSE,26-00145416,LaShondra Washington|(512) 552-8271,2026-05-08,,
2026-058254 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,3408 DUNLIEGH DRIVE,-97.83626598,30.20136666,5,AUSTIN FULL PURPOSE,26-00146116,Brandon Smith|,2026-05-08,,
2026-057951 CC,2026-05-08,,2,Active,Structure Condition Violation(s),Structure Condition Violation(s),110 JACOB FONTAINE LANE Unit 466,-97.71519031,30.32576139,4,AUSTIN FULL PURPOSE,26-00145628,Sylvia Villarreal|512-774-8243,2026-05-08,Investigation in Progress
2026-058199 CC,2026-05-08,,2,Pending,Property Abatement,Property Abatement,11202 SENTINEL DRIVE,-97.764395,30.13024955,5,AUSTIN FULL PURPOSE,26-00145928,David Espinoza|(512) 974-3239,2026-05-08,,
2026-058167 CC,2026-05-08,,5,Pending,Land Use Violation(s),Land Use Violation(s),1111 W 10TH STREET,-97.75433345,30.27531051,9,AUSTIN FULL PURPOSE,26-00145905,Edmond Su|512-954-2742,2026-05-08,,
2026-057929 CC,2026-05-08,,3,Pending,Work Without Permit,Work Without Permit,407 TAMWORTH AVENUE,-97.76649063,30.20886217,5,AUSTIN FULL PURPOSE,26-00145593,Ieshea Young|,2026-05-08,,
2026-058069 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,503 SAN JOSE STREET,-97.70283139,30.35217876,4,AUSTIN FULL PURPOSE,26-00145772,Sylvia Villarreal|512-774-8243,2026-05-08,,
2026-057707 CC,2026-05-08,2026-05-08,5,Closed,Property Abatement,Property Abatement,2024 ENCINO CIRCLE,-97.70365602,30.28470716,4,AUSTIN FULL PURPOSE,26-00145158,Roshanna Blakemore|(512) 974-1973,2026-05-08,No Violation(s) Found/Inspection Performed
2026-058236 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,2731 E CESAR CHAVEZ STREET,-97.71303343,30.25295113,9,AUSTIN FULL PURPOSE,26-00146024,Sheila Doyle|(512) 695-9457,2026-05-08,,
2026-057807 CC,2026-05-08,,2,Pending,Property Abatement,Property Abatement,9508 KEMPLER DRIVE,-97.82320684,30.1771702,5,AUSTIN FULL PURPOSE,26-00145339,Brandon Smith|,2026-05-08,,
2026-058275 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,914 N PLEASANT VALLEY RD,,,5,AUSTIN FULL PURPOSE,26-00146335,|512-765-2858,2026-05-08,,
2026-058263 CC,2026-05-08,,5,Pending,Land Use Violation(s),Land Use Violation(s),1909 E OLTORF ST,,,5,AUSTIN FULL PURPOSE,26-00146205,|512-974-9812,2026-05-08,,
2026-057870 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,6207 SHADOW VALLEY DR,,,5,AUSTIN FULL PURPOSE,26-00145479,|512-964-2832,2026-05-08,,
2026-057777 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,2112 MONTCLAIRE STREET Unit B,-97.77968116,30.24855808,9,AUSTIN FULL PURPOSE,26-00145265,Roman Lopez|(512) 415-8397,2026-05-08,,
2026-057735 CC,2026-05-08,,3,Active,Work Without Permit,Work Without Permit,1406 E APPLEGATE DRIVE,-97.66954163,30.36333204,4,AUSTIN FULL PURPOSE,26-00145206,Courtney Britt|(512) 420-6386,2026-05-08,Send CV Notice
2026-057765 CC,2026-05-08,,3,Active,Work Without Permit,Work Without Permit,1320 E APPLEGATE DRIVE,-97.67016247,30.36336143,4,AUSTIN FULL PURPOSE,26-00145246,Courtney Britt|(512) 420-6386,2026-05-08,Information Update
2026-058234 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,7387 LATTA DR,,,5,AUSTIN FULL PURPOSE,26-00146019,|,2026-05-08,,
2026-057682 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,GOODWIN AVE and SPRINGDALE RD,,,5,AUSTIN FULL PURPOSE,26-00145119,|(512) 884-8718,2026-05-08,,
2026-057837 CC,2026-05-08,,5,Pending,Structure Condition Violation(s),Structure Condition Violation(s),2926 W BRAKER LN,,,5,AUSTIN FULL PURPOSE,26-00145402,|512-949-7246,2026-05-08,,
2026-057766 CC,2026-05-08,,3,Active,Work Without Permit,Work Without Permit,1318 E APPLEGATE DRIVE,-97.67037168,30.36336578,4,AUSTIN FULL PURPOSE,26-00145249,Courtney Britt|(512) 420-6386,2026-05-08,Inspection Performed
2026-057687 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,610 THRASHER LANE,-97.69420807,30.23756425,5,AUSTIN FULL PURPOSE,26-00145123,Aaron Robinson|512-783-5493,2026-05-08,,
2026-058136 CC,2026-05-08,,5,Pending,Property Abatement,Property Abatement,10321 BROWNIE DR,,,5,AUSTIN FULL PURPOSE,26-00145853,|(512) 420-6386,2026-05-08,,
2026-057967 CC,2026-05-08,2026-05-08,5,Closed,Land Use Violation(s),Land Use Violation(s),BILBROOK PL and W SLAUGHTER LN,,,5,AUSTIN FULL PURPOSE,26-00145643,|(512) 978-1898,2026-05-08,Inspection Performed/Abated by Inspector
2026-057756 CC,2026-05-08,2026-05-08,5,Closed,Land Use Violation(s),Land Use Violation(s),1601 E ST ELMO ROAD,-97.7526851,30.21227287,5,AUSTIN FULL PURPOSE,26-00145240,Benjamin Munoz|512-803-5605,2026-05-08,Inspection Performed/Abated by Inspector
2026-057701 CC,2026-05-08,,2,Active,Land Use Violation(s),Land Use Violation(s),1900 BARTON SPRINGS ROAD 5005,-97.76403079,30.26438025,9,AUSTIN FULL PURPOSE,26-00145142,Micheal Ezimako|512-939-8190,2026-05-08,Inspection Performed
2026-057757 CC,2026-05-08,,3,Active,Work Without Permit,Work Without Permit,1402 E APPLEGATE DRIVE,-97.66986118,30.36336068,4,AUSTIN FULL PURPOSE,26-00145239,Courtney Britt|(512) 420-6386,2026-05-08,Send CV Notice
