case_id,priority,status,address,house_number,street_name,city,state,zip_code,opened_date,closed_date,department,case_type,description,inspector,date_updated,last_update,violationcasenumber,violationcaselink,parcelid,location,latitude,longitude,repeatoffenderrelated,shorttermrentalrelated,servicerequestnumber,reportedby
2026-058292 CC,5,Pending,1116 SPUR STREET,1116,SPUR ST,AUSTIN,TX,78721,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Kristina Lunde|(512) 884-8718,2026-05-09T00:00:00.000,,,,0208180809,"(30.27064237, -97.68884869)",30.27064237,-97.68884869,No,,26-00146708,Complainant
2026-058310 CC,5,Pending,3705 MANORWOOD ROAD,3705,MANORWOOD RD,AUSTIN,TX,78723,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Roshanna Blakemore|(512) 974-1973,2026-05-09T00:00:00.000,,,,0214150202,"(30.2872186, -97.70407565)",30.2872186,-97.70407565,No,,26-00147093,Complainant
2026-058314 CC,3,Pending,1508 S LAMAR BOULEVARD,1508,S LAMAR BLVD,AUSTIN,TX,78704,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Andres De La Vera|(512) 974-1958,2026-05-09T00:00:00.000,,,,0100050702,"(30.25214599, -97.76508655)",30.25214599,-97.76508655,No,,26-00147261,Complainant
2026-058302 CC,2,Pending,8109 GEORGIAN DRIVE,8109,GEORGIAN DR,AUSTIN,TX,78753,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Ralph Johnson|(512) 945-9196,2026-05-09T00:00:00.000,,,,0235150428,"(30.34698996, -97.70329)",30.34698996,-97.70329,No,,26-00146869,Complainant
2026-058304 CC,5,Pending,7712 MARBLE RIDGE DRIVE,7712,MARBLE RIDGE DR,AUSTIN,TX,78747,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Trey Kleinert|512-720-8972,2026-05-09T00:00:00.000,,,,0334061005,"(30.15960347, -97.73700061)",30.15960347,-97.73700061,No,,26-00146881,Complainant
2026-058286 CC,5,Pending,600 W CADDO STREET,600,W CADDO ST,AUSTIN,TX,78753,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Jose Castillo|,2026-05-09T00:00:00.000,,,,0250200203,"(30.38556332, -97.68267994)",30.38556332,-97.68267994,No,,26-00146622,Complainant
2026-058278 CC,5,Pending,5466 WALNUT GROVE DRIVE,5466,WALNUT GROVE DR,AUSTIN,TX,78744,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Benjamin Munoz|512-803-5605,2026-05-09T00:00:00.000,,,,0324030408,"(30.18936987, -97.73698589)",30.18936987,-97.73698589,No,,26-00146476,Anonymous
2026-058284 CC,5,Pending,4505 KITTY AVENUE,4505,KITTY AVE,AUSTIN,TX,78721,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Aaron Janke|(512) 945-8356,2026-05-09T00:00:00.000,,,,0212200508,"(30.28357578, -97.68530944)",30.28357578,-97.68530944,No,,26-00146595,Complainant
2026-058282 CC,5,Pending,2907 KESTREL DRIVE,2907,KESTREL DR,AUSTIN,TX,78745,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Brandon Smith|,2026-05-09T00:00:00.000,,,,0419230529,"(30.1975767, -97.82683065)",30.1975767,-97.82683065,No,,26-00146576,Complainant
2026-058301 CC,5,Pending,11708 KINGS VIEW COURT,11708,KINGS VIEW CT,AUSTIN,TX,78750,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Keenan Curry|512-952-8667,2026-05-09T00:00:00.000,,,,0168091008,"(30.43505577, -97.78074488)",30.43505577,-97.78074488,No,,26-00146867,Anonymous
2026-058289 CC,2,Closed,1806 KERR STREET,1806,KERR ST,AUSTIN,TX,78704,2026-05-09T00:00:00.000,2026-05-09T00:00:00.000,Code Enforcement,Complaints,Work Without Permit,Dana Brockington|(512) 945-6094,2026-05-09T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0104040821,"(30.25988052, -97.76649028)",30.25988052,-97.76649028,No,,26-00146669,Complainant
2026-058281 CC,5,Pending,8117 WILLET TRAIL,8117,WILLET TRL,AUSTIN,TX,78745,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Brandon Smith|,2026-05-09T00:00:00.000,,,,0419231301,"(30.1963786, -97.82814718)",30.1963786,-97.82814718,No,,26-00146573,Complainant
2026-058313 CC,2,Pending,1015 ECHO LANE,1015,ECHO LN,AUSTIN,TX,78745,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Micheal Ezimako|512-939-8190,2026-05-09T00:00:00.000,,,,0419150202,"(30.19806915, -97.79500724)",30.19806915,-97.79500724,No,Yes,26-00147253,Complainant
2026-058293 CC,5,Pending,1124 SPUR STREET,1124,SPUR ST,AUSTIN,TX,78721,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Kristina Lunde|(512) 884-8718,2026-05-09T00:00:00.000,,,,0208180805,"(30.27119116, -97.68851996)",30.27119116,-97.68851996,No,,26-00146712,Complainant
2026-058308 CC,5,Pending,2107 APRICOT GLEN DRIVE,2107,APRICOT GLEN DR,AUSTIN,TX,78746,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,LaShondra Washington|(512) 552-8271,2026-05-09T00:00:00.000,,,,0105160326,"(30.26070864, -97.8049562)",30.26070864,-97.8049562,No,,26-00146989,Anonymous
2026-058279 CC,5,Pending,6701 RIALTO BOULEVARD,6701,RIALTO BLVD,AUSTIN,TX,78735,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,LaShondra Washington|(512) 552-8271,2026-05-09T00:00:00.000,,,,0407370134,"(30.24836412, -97.86069405)",30.24836412,-97.86069405,No,,26-00146529,Anonymous
2026-058283 CC,3,Pending,2203 LINDELL AVENUE,2203,LINDELL AVE,AUSTIN,TX,78704,2026-05-09T00:00:00.000,,Code Enforcement,Complaints,Work Without Permit,Roman Lopez|(512) 415-8397,2026-05-09T00:00:00.000,,,,0403010418,"(30.24157656, -97.75304552)",30.24157656,-97.75304552,No,,26-00146587,Anonymous
2026-058031 CC,5,Pending,506 WEST AVENUE,506,WEST AVE,AUSTIN,TX,78703,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Edmond Su|512-954-2742,2026-05-08T00:00:00.000,,,,0107000909,"(30.26984493, -97.75115879)",30.26984493,-97.75115879,No,,26-00145725,Complainant
2026-058188 CC,5,Pending,1320 E OLTORF STREET,1320,E OLTORF ST,AUSTIN,TX,78704,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Jamal Lewis|(512) 952-2398,2026-05-08T00:00:00.000,,,,0305030301,"(30.23428044, -97.74217035)",30.23428044,-97.74217035,No,,26-00145922,Anonymous
2026-058028 CC,5,Closed,3500-3628 CHAPMAN LANE,3500-3628,CHAPMAN LN,AUSTIN,TX,,2026-05-08T00:00:00.000,2026-05-08T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Geoff Glass|(512) 460-9142,2026-05-08T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,,COA Department
2026-058238 CC,5,Pending,2731 E CESAR CHAVEZ STREET,2731,E CESAR CHAVEZ ST,AUSTIN,TX,78702,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Willis Adams|512-599-1593,2026-05-08T00:00:00.000,,,,0200100807,"(30.25295113, -97.71303343)",30.25295113,-97.71303343,No,,26-00146035,Complainant
2026-057944 CC,2,Pending,7013 E WILLIAM CANNON DRIVE,7013,E WILLIAM CANNON DR,AUSTIN,TX,78744,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Trey Kleinert|512-720-8972,2026-05-08T00:00:00.000,,,,0332081101,"(30.16363449, -97.72761539)",30.16363449,-97.72761539,No,,26-00145622,Anonymous
2026-058274 CC,4,Pending,11510 SWEARINGEN DRIVE,11510,SWEARINGEN DR,AUSTIN,TX,78758,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Jose Castillo|,2026-05-08T00:00:00.000,,,,0252161202,"(30.3899745, -97.69680666)",30.3899745,-97.69680666,No,,26-00146325,Complainant
2026-057846 CC,2,Pending,6101 KIDNEYWOOD TRAIL,6101,KIDNEYWOOD TRL,AUSTIN,TX,78735,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),LaShondra Washington|(512) 552-8271,2026-05-08T00:00:00.000,,,,0402400513,"(30.24932653, -97.88200787)",30.24932653,-97.88200787,No,,26-00145416,Complainant
2026-058254 CC,5,Pending,3408 DUNLIEGH DRIVE,3408,DUNLIEGH DR,AUSTIN,TX,78745,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Brandon Smith|,2026-05-08T00:00:00.000,,,,0419280216,"(30.20136666, -97.83626598)",30.20136666,-97.83626598,No,,26-00146116,Complainant
2026-057951 CC,2,Active,110 JACOB FONTAINE LANE Unit 466,110,JACOB FONTAINE LN,AUSTIN,TX,78752,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Sylvia Villarreal|512-774-8243,2026-05-08T00:00:00.000,Investigation in Progress,2026 058039-CV,,0227110114,"(30.32576139, -97.71519031)",30.32576139,-97.71519031,No,,26-00145628,Complainant
2026-058199 CC,2,Pending,11202 SENTINEL DRIVE,11202,SENTINEL DR,AUSTIN,TX,78747,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,David Espinoza|(512) 974-3239,2026-05-08T00:00:00.000,,,,0445031527,"(30.13024955, -97.764395)",30.13024955,-97.764395,No,,26-00145928,Anonymous
2026-058167 CC,5,Pending,1111 W 10TH STREET,1111,W 10TH ST,AUSTIN,TX,78703,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Edmond Su|512-954-2742,2026-05-08T00:00:00.000,,,,0109010509,"(30.27531051, -97.75433345)",30.27531051,-97.75433345,No,,26-00145905,Anonymous
2026-057929 CC,3,Pending,407 TAMWORTH AVENUE,407,TAMWORTH AVE,AUSTIN,TX,78745,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Work Without Permit,Ieshea Young|,2026-05-08T00:00:00.000,,,,0414050708,"(30.20886217, -97.76649063)",30.20886217,-97.76649063,No,,26-00145593,Anonymous
2026-058069 CC,5,Pending,503 SAN JOSE STREET,503,SAN JOSE ST,AUSTIN,TX,78753,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Sylvia Villarreal|512-774-8243,2026-05-08T00:00:00.000,,,,0237140319,"(30.35217876, -97.70283139)",30.35217876,-97.70283139,No,,26-00145772,Complainant
2026-057707 CC,5,Closed,2024 ENCINO CIRCLE,2024,ENCINO CIR,AUSTIN,TX,78723,2026-05-08T00:00:00.000,2026-05-08T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Roshanna Blakemore|(512) 974-1973,2026-05-08T00:00:00.000,No Violation(s) Found/Inspection Performed,,,0212150215,"(30.28470716, -97.70365602)",30.28470716,-97.70365602,No,,26-00145158,Complainant
2026-058236 CC,5,Pending,2731 E CESAR CHAVEZ STREET,2731,E CESAR CHAVEZ ST,AUSTIN,TX,78702,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Sheila Doyle|(512) 695-9457,2026-05-08T00:00:00.000,,,,0200100807,"(30.25295113, -97.71303343)",30.25295113,-97.71303343,No,,26-00146024,Complainant
2026-057807 CC,2,Pending,9508 KEMPLER DRIVE,9508,KEMPLER DR,AUSTIN,TX,78748,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Brandon Smith|,2026-05-08T00:00:00.000,,,,0428211401,"(30.1771702, -97.82320684)",30.1771702,-97.82320684,No,,26-00145339,Complainant
2026-058275 CC,5,Pending,914 N PLEASANT VALLEY RD,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,|512-765-2858,2026-05-08T00:00:00.000,,,,,,,,No,,26-00146335,Complainant
2026-058263 CC,5,Pending,1909 E OLTORF ST,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),|512-974-9812,2026-05-08T00:00:00.000,,,,,,,,No,,26-00146205,Complainant
2026-057870 CC,5,Pending,6207 SHADOW VALLEY DR,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,|512-964-2832,2026-05-08T00:00:00.000,,,,,,,,No,,26-00145479,Anonymous
2026-057777 CC,5,Pending,2112 MONTCLAIRE STREET Unit B,2112,MONTCLAIRE ST,AUSTIN,TX,78704,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Roman Lopez|(512) 415-8397,2026-05-08T00:00:00.000,,,,0401091801,"(30.24855808, -97.77968116)",30.24855808,-97.77968116,No,,26-00145265,Complainant
2026-057735 CC,3,Active,1406 E APPLEGATE DRIVE,1406,E APPLEGATE DR,AUSTIN,TX,78753,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Work Without Permit,Courtney Britt|(512) 420-6386,2026-05-08T00:00:00.000,Send CV Notice,2026 058032-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13700868,0241260307,"(30.36333204, -97.66954163)",30.36333204,-97.66954163,No,,26-00145206,Anonymous
2026-057765 CC,3,Active,1320 E APPLEGATE DRIVE,1320,E APPLEGATE DR,AUSTIN,TX,78753,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Work Without Permit,Courtney Britt|(512) 420-6386,2026-05-08T00:00:00.000,Information Update,2026 058139-CV,,0241260311,"(30.36336143, -97.67016247)",30.36336143,-97.67016247,No,,26-00145246,Anonymous
2026-058234 CC,5,Pending,7387 LATTA DR,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,|,2026-05-08T00:00:00.000,,,,,,,,No,,26-00146019,Complainant
2026-057682 CC,5,Pending,GOODWIN AVE and SPRINGDALE RD,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,|(512) 884-8718,2026-05-08T00:00:00.000,,,,,,,,No,,26-00145119,Complainant
2026-057837 CC,5,Pending,2926 W BRAKER LN,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),|512-949-7246,2026-05-08T00:00:00.000,,,,,,,,No,,26-00145402,Anonymous
2026-057766 CC,3,Active,1318 E APPLEGATE DRIVE,1318,E APPLEGATE DR,AUSTIN,TX,78753,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Work Without Permit,Courtney Britt|(512) 420-6386,2026-05-08T00:00:00.000,Inspection Performed,,,0241260312,"(30.36336578, -97.67037168)",30.36336578,-97.67037168,No,,26-00145249,Anonymous
2026-057687 CC,5,Pending,610 THRASHER LANE,610,THRASHER LN,AUSTIN,TX,78741,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Aaron Robinson|512-783-5493,2026-05-08T00:00:00.000,,,,0304160711,"(30.23756425, -97.69420807)",30.23756425,-97.69420807,No,,26-00145123,Complainant
2026-058136 CC,5,Pending,10321 BROWNIE DR,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,|(512) 420-6386,2026-05-08T00:00:00.000,,,,,,,,No,,26-00145853,Anonymous
2026-057967 CC,5,Closed,BILBROOK PL and W SLAUGHTER LN,,,,,,2026-05-08T00:00:00.000,2026-05-08T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),|(512) 978-1898,2026-05-08T00:00:00.000,Inspection Performed/Abated by Inspector,,,,,,,No,,26-00145643,Complainant
2026-057756 CC,5,Closed,1601 E ST ELMO ROAD,1601,E ST ELMO RD,AUSTIN,TX,78744,2026-05-08T00:00:00.000,2026-05-08T00:00:00.000,Code Enforcement,Complaints,Land Use Violation(s),Benjamin Munoz|512-803-5605,2026-05-08T00:00:00.000,Inspection Performed/Abated by Inspector,,,0413010401,"(30.21227287, -97.7526851)",30.21227287,-97.7526851,No,,26-00145240,Anonymous
2026-057701 CC,2,Active,1900 BARTON SPRINGS ROAD 5005,1900,BARTON SPRINGS RD,AUSTIN,TX,78704,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Micheal Ezimako|512-939-8190,2026-05-08T00:00:00.000,Inspection Performed,,,0106040301,"(30.26438025, -97.76403079)",30.26438025,-97.76403079,No,Yes,26-00145142,Complainant
2026-057757 CC,3,Active,1402 E APPLEGATE DRIVE,1402,E APPLEGATE DR,AUSTIN,TX,78753,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Work Without Permit,Courtney Britt|(512) 420-6386,2026-05-08T00:00:00.000,Send CV Notice,2026 058074-CV,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13700929,0241260309,"(30.36336068, -97.66986118)",30.36336068,-97.66986118,No,,26-00145239,Anonymous
2026-057866 CC,5,Pending,102 W STASSNEY LN,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),|,2026-05-08T00:00:00.000,,,,,,,,No,,26-00145462,Anonymous
2026-057875 CC,2,Active,1623 FOREST TRL,,,,,,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,|(512) 974-6402,2026-05-08T00:00:00.000,Contact Performed,,,,,,,No,,26-00145492,Complainant
2026-058259 CC,2,Active,6300 E US 290 HWY SERVICE ROAD,6300,E US 290 HWY SVRD,AUSTIN,TX,78752,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Mahiri Moody|(512) 939-1295,2026-05-09T00:00:00.000,Information Update,,,0227160208,"(30.3230732, -97.70063208)",30.3230732,-97.70063208,No,,26-00146159,Complainant
2026-057868 CC,5,Pending,6203 SHADOW VALLEY DRIVE,6203,SHADOW VALLEY DR,AUSTIN,TX,78731,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Brian Eberwine|512-964-2832,2026-05-08T00:00:00.000,,,,0137020603,"(30.35025382, -97.75854531)",30.35025382,-97.75854531,No,,26-00145471,Anonymous
2026-058182 CC,2,Active,6519 N LAMAR BOULEVARD,6519,N LAMAR BLVD,AUSTIN,TX,78752,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Dana Brockington|(512) 945-6094,2026-05-09T00:00:00.000,Send CV Notice,2026 058307-CV,,0231090413,"(30.33331515, -97.72132034)",30.33331515,-97.72132034,No,,26-00145918,Anonymous
2026-058247 CC,5,Pending,5755 PALO BLANCO LANE,5755,PALO BLANCO LN,AUSTIN,TX,78744,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Benjamin Munoz|512-803-5605,2026-05-08T00:00:00.000,,,,0322011104,"(30.19057276, -97.74273782)",30.19057276,-97.74273782,No,,26-00146096,Complainant
2026-058059 CC,2,Pending,7630 WOOD HOLLOW DRIVE Unit 331,7630,WOOD HOLLOW DR,AUSTIN,TX,78731,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Brian Eberwine|512-964-2832,2026-05-08T00:00:00.000,,,,0239011001,"(30.36111463, -97.74936863)",30.36111463,-97.74936863,No,,26-00145768,Complainant
2026-058221 CC,5,Pending,2900 SUNRIDGE DRIVE Unit 501,2900,SUNRIDGE DR,AUSTIN,TX,78741,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Patricia Perez|512-974-9812,2026-05-08T00:00:00.000,,,,0310080213,"(30.22146491, -97.72690401)",30.22146491,-97.72690401,No,,26-00145965,Complainant
2026-057914 CC,5,Pending,11543 SPICEWOOD PARKWAY,11543,SPICEWOOD PKWY,AUSTIN,TX,78750,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Keenan Curry|512-952-8667,2026-05-08T00:00:00.000,,,,0170150406,"(30.44305791, -97.80597447)",30.44305791,-97.80597447,No,,26-00145546,Anonymous
2026-057932 CC,5,Closed,700 PATCHWAY LANE,700,PATCHWAY LN,AUSTIN,TX,78748,2026-05-08T00:00:00.000,2026-05-08T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Randall Fields|(512) 978-1898,2026-05-08T00:00:00.000,Inspection Performed/Abated by Inspector,,,0423140116,"(30.18520939, -97.79573129)",30.18520939,-97.79573129,No,,26-00145594,Anonymous
2026-057685 CC,5,Pending,1112 AIRPORT BOULEVARD,1112,AIRPORT BLVD,AUSTIN,TX,78702,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Willis Adams|512-599-1593,2026-05-08T00:00:00.000,,,,0204161201,"(30.26306703, -97.6950793)",30.26306703,-97.6950793,No,,26-00145122,Complainant
2026-058252 CC,3,Pending,2210 DOVE SPRINGS DRIVE,2210,DOVE SPRINGS DR,AUSTIN,TX,78744,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Benjamin Munoz|512-803-5605,2026-05-08T00:00:00.000,,,,0421020427,"(30.19146668, -97.75705269)",30.19146668,-97.75705269,No,,26-00146105,Complainant
2026-058048 CC,2,Active,412 E WILLIAM CANNON DRIVE Unit 1402,412,E WILLIAM CANNON DR,AUSTIN,TX,78745,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Benjamin Munoz|512-803-5605,2026-05-08T00:00:00.000,Contact Performed,,,0422050111,"(30.19259606, -97.77497082)",30.19259606,-97.77497082,No,,26-00145749,Complainant
2026-058164 CC,5,Pending,1006 SHELLEY AVENUE,1006,SHELLEY AVE,AUSTIN,TX,78703,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Land Use Violation(s),Edmond Su|512-954-2742,2026-05-08T00:00:00.000,,,,0110020507,"(30.27765497, -97.75616894)",30.27765497,-97.75616894,No,,26-00145903,Anonymous
2026-057912 CC,2,Active,1071 CLAYTON LANE Unit 1211,1071,CLAYTON LN,AUSTIN,TX,78723,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Structure Condition Violation(s),Jimmy Chapman|(512) 550-5280,2026-05-08T00:00:00.000,Contact Performed,,,0224140504,"(30.31852904, -97.70341904)",30.31852904,-97.70341904,No,,26-00145544,Complainant
2026-058219 CC,5,Pending,1314 E OLTORF STREET,1314,E OLTORF ST,AUSTIN,TX,78704,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Jamal Lewis|(512) 952-2398,2026-05-08T00:00:00.000,,,,0304021101,"(30.23448163, -97.74259889)",30.23448163,-97.74259889,No,,26-00145963,Anonymous
2026-058024 CC,5,Active,3824 SOUTHWAY DRIVE,3824,SOUTHWAY DR,AUSTIN,TX,78704,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Jamal Lewis|(512) 952-2398,2026-05-08T00:00:00.000,Investigation in Progress,2026 058044-CV,,0407070102,"(30.23030176, -97.77588503)",30.23030176,-97.77588503,No,,,Brooke Bennett
2026-058228 CC,2,Pending,6208 WALKER LANE,6208,WALKER LN,AUSTIN,TX,78741,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Juan Villarreal|512-939-9739,2026-05-08T00:00:00.000,,,,0304160226,"(30.23898681, -97.69517332)",30.23898681,-97.69517332,No,,26-00146003,Complainant
2026-057786 CC,5,Closed,3102 GLEN ORA,3102,GLEN ORA,AUSTIN,TX,78704,2026-05-08T00:00:00.000,2026-05-08T00:00:00.000,Code Enforcement,Complaints,Property Abatement,Ieshea Young|,2026-05-08T00:00:00.000,Closed/Duplicate Case,,,0404091301,"(30.2404594, -97.78116248)",30.2404594,-97.78116248,No,,26-00145281,Complainant
2026-057948 CC,5,Pending,2811 GOLDBRIDGE DRIVE,2811,GOLDBRIDGE DR,AUSTIN,TX,78745,2026-05-08T00:00:00.000,,Code Enforcement,Complaints,Property Abatement,Brandon Smith|,2026-05-08T00:00:00.000,,,,0418231308,"(30.20026996, -97.82405997)",30.20026996,-97.82405997,No,,26-00145625,Anonymous
